name,country,suburb,repo_id,live_id,tier,dist_m,note
Hangar 18 – Rancho Cucamonga,US,Rancho Cucamonga,seed-344,seed-344,T1-exact-id,0,
Hangar 18 – Riverside,US,Riverside,seed-345,seed-345,T1-exact-id,0,
Hangar 18 – San Clemente,US,San Clemente,seed-346,seed-346,T1-exact-id,0,
Hangar 18 – Southbay,US,Hawthorne,seed-347,seed-347,T1-exact-id,0,
Hangar 18 – Upland,US,Upland,seed-348,seed-348,T1-exact-id,0,
Hangar 18 – Arcadia,US,Arcadia,seed-349,seed-349,T1-exact-id,0,
Hollywood Boulders,US,Los Angeles,seed-350,seed-350,T1-exact-id,0,
Hyperion | Touchstone Climbing,US,Redwood City,seed-351,seed-351,T1-exact-id,0,
Ironworks,US,Berkeley,seed-352,seed-352,T1-exact-id,0,
LA Boulders,US,Los Angeles,seed-353,seed-353,T1-exact-id,0,
Long Beach Rising,US,Long Beach,seed-354,seed-354,T1-exact-id,0,
Mesa Rim – Climbing Academy,US,San Diego,seed-355,seed-355,T1-exact-id,0,
Mesa Rim – Mira Mesa,US,San Diego,seed-356,seed-356,T1-exact-id,0,
Mesa Rim – Mission Valley,US,San Diego,seed-357,seed-357,T1-exact-id,0,
Mesa Rim – North City,US,San Marcos,seed-358,seed-358,T1-exact-id,0,
Metal Mark,US,Fresno,seed-359,seed-359,T1-exact-id,0,
Mission Cliffs,US,San Francisco,seed-360,seed-360,T1-exact-id,0,
Mosaic Boulders,US,Berkeley,seed-361,seed-361,T1-exact-id,0,
Movement – Belmont,US,Belmont,seed-362,seed-362,T1-exact-id,0,
Movement – Fountain Valley,US,Fountain Valley,seed-363,seed-363,T1-exact-id,0,
Movement Mountain View,US,Mountain View,seed-364,seed-364,T1-exact-id,0,
Movement Santa Clara,US,Santa Clara,seed-365,seed-365,T1-exact-id,0,
Movement Sunnyvale,US,Sunnyvale,seed-366,seed-366,T1-exact-id,0,
Pacific Edge Climbing,US,Santa Cruz,seed-367,seed-367,T1-exact-id,0,
Pacific Pipe,US,Oakland,seed-368,seed-368,T1-exact-id,0,
Rock Fitness,US,Wildomar,seed-369,seed-369,T1-exact-id,0,
Rocknasium,US,Davis,seed-370,seed-370,T1-exact-id,0,
Rockreation – Costa Mesa,US,Costa Mesa,seed-371,seed-371,T1-exact-id,0,
Rockreation – Los Angeles,US,Los Angeles,seed-372,seed-372,T1-exact-id,0,
Rockzilla,US,Napa,seed-373,seed-373,T1-exact-id,0,
Sacramento Pipeworks,US,Sacramento,seed-374,seed-374,T1-exact-id,0,
Sage to Summit,US,Bishop,seed-375,seed-375,T1-exact-id,0,
Sancturary Climbing & Fitness,US,Seaside,seed-376,seed-376,T1-exact-id,0,
Santa Barbara Rock Gym,US,Santa Barbara,seed-377,seed-377,T1-exact-id,0,
Sender One Climbing – Aliso Viejo,US,Aliso Viejo,seed-378,seed-378,T1-exact-id,0,
Sender One Climbing – Lakewood,US,Lakewood,seed-379,seed-379,T1-exact-id,0,
Sender One Climbing – SNA,US,Santa Ana,seed-380,seed-380,T1-exact-id,0,
Sender One Climbing – Westwood,US,Los Angeles,seed-381,seed-381,T1-exact-id,0,
Sender One Climbing – Playa Vista,US,Los Angeles,seed-382,seed-382,T1-exact-id,0,
Session Climbing,US,Santa Rosa,seed-383,seed-383,T1-exact-id,0,
Shasta Rock Club,US,Redding,seed-384,seed-384,T1-exact-id,0,
Stronghold Echo Park,US,Los Angeles,seed-385,seed-385,T1-exact-id,0,
Terrain Park Climbing Center,US,Chico,seed-386,seed-386,T1-exact-id,0,
The BoardRoom,US,Goleta,seed-387,seed-387,T1-exact-id,0,
The Boulder Field,US,Sacramento,seed-388,seed-388,T1-exact-id,0,
The Oaks,US,Berkeley,seed-389,seed-389,T1-exact-id,0,
The Pad,US,San Luis Obispo,seed-390,seed-390,T1-exact-id,0,
The Peak of Fremont,US,Fremont,seed-391,seed-391,T1-exact-id,0,
The Post Climbing,US,Pasadena,seed-392,seed-392,T1-exact-id,0,
The Stronghold Climbing Gym,US,Los Angeles,seed-393,seed-393,T1-exact-id,0,
The Studio,US,San Jose,seed-394,seed-394,T1-exact-id,0,
The Wall,US,Vista,seed-395,seed-395,T1-exact-id,0,
Top Out Climbing Gym,US,Santa Clarita,seed-396,seed-396,T1-exact-id,0,
Verdigo Boulders,US,Burbank,seed-397,seed-397,T1-exact-id,0,
Vert Rock Gym,US,Bakersfield,seed-398,seed-398,T1-exact-id,0,
Vertex Climbing Center,US,Santa Rosa,seed-399,seed-399,T1-exact-id,0,
Vertical Hold,US,San Diego,seed-400,seed-400,T1-exact-id,0,
Solid Rock Gym,US,San Marcos,seed-401,seed-401,T1-exact-id,0,
Vertical Hold Gym,US,Poway,seed-402,seed-402,T1-exact-id,0,
Vital Climbing Gym – Carlsbad,US,Carlsbad,seed-403,seed-403,T1-exact-id,0,
VITAL Climbing Gym – Murrieta,US,Murrieta,seed-404,seed-404,T1-exact-id,0,
Vital Oceanside,US,Oceanside,seed-405,seed-405,T1-exact-id,0,
B-PUMP TOKYO Akihabara,JP,"Akihabara, Tokyo",seed-406,seed-406,T1-exact-id,0,
B-PUMP Ogikubo,JP,"Ogikubo, Tokyo",seed-407,seed-407,T1-exact-id,0,
BETA Climbing Gym,JP,"Shinjuku, Tokyo",seed-408,seed-408,T1-exact-id,0,
NOBOROCK Shibuya Bouldering GYM,JP,"Shibuya, Tokyo",seed-409,seed-409,T1-exact-id,0,
Rocky Bouldering Gym Shinagawa,JP,"Shinagawa, Tokyo",seed-410,seed-410,T1-exact-id,0,
Bouldering Gym Granny Higashi Ueno,JP,"Ueno, Tokyo",seed-411,seed-411,T1-exact-id,0,
HEADROCK CLIMBING GYM,JP,"Sumida, Tokyo",seed-412,seed-412,T1-exact-id,0,
ROCKLANDS,JP,"Kasai, Tokyo",seed-413,seed-413,T1-exact-id,0,
Bouldering Gym Roca,JP,"Namba, Osaka",seed-414,seed-414,T1-exact-id,0,
GRAVITY RESEARCH UMEDA,JP,"Umeda, Osaka",seed-415,seed-415,T1-exact-id,0,
City Rock Gym Osaka Branch,JP,Osaka,seed-416,seed-416,T1-exact-id,0,
Climbing Gym TOBITO,JP,Osaka,seed-417,seed-417,T1-exact-id,0,
BOULDERING GYM CAL-COLO UMEDA,JP,"Umeda, Osaka",seed-418,seed-418,T1-exact-id,0,
Climbing Gym Adsummum,JP,Kyoto,seed-419,seed-419,T1-exact-id,0,
CAIRN Climbing Gym,JP,Kyoto,seed-420,seed-420,T1-exact-id,0,
Ignis Climbing Gym,JP,Kyoto,seed-421,seed-421,T1-exact-id,0,
Kyoto Bouldering Park Roches Momoyama,JP,"Momoyama, Kyoto",seed-422,seed-422,T1-exact-id,0,
Mono Climbing Studio,JP,"Hakata, Fukuoka",seed-423,seed-423,T1-exact-id,0,
Bare Hands Climbing Gym,JP,"Jonan, Fukuoka",seed-424,seed-424,T1-exact-id,0,
The Wall Bouldering Gym,JP,"Hakata, Fukuoka",seed-425,seed-425,T1-exact-id,0,
Colorful Rock,JP,"Minato, Nagoya",seed-426,seed-426,T1-exact-id,0,
Pinnacle 2 Sakae,JP,"Sakae, Nagoya",seed-427,seed-427,T1-exact-id,0,
Thumbs Up,JP,"Naka, Nagoya",seed-428,seed-428,T1-exact-id,0,
Big Rock Hiyoshi,JP,"Kohoku, Yokohama",seed-429,seed-429,T1-exact-id,0,
ZEN,JP,"Kohoku, Yokohama",seed-430,seed-430,T1-exact-id,0,
D.Bouldering Tsunashima,JP,"Kohoku, Yokohama",seed-431,seed-431,T1-exact-id,0,
Climbing Bum Yokohama,JP,"Tsuzuki, Yokohama",seed-432,seed-432,T1-exact-id,0,
Gravity Research Sapporo,JP,Sapporo,seed-433,seed-433,T1-exact-id,0,
Club Sol Station Sapporo,JP,Sapporo,seed-434,seed-434,T1-exact-id,0,
NAC Sapporo Climbing Gym,JP,"Shiroishi, Sapporo",seed-435,seed-435,T1-exact-id,0,
Gravity Research Kobe,JP,"Chuo, Kobe",seed-436,seed-436,T1-exact-id,0,
WAGOMU Climbing Gym,JP,Kobe,seed-437,seed-437,T1-exact-id,0,
STONER GYM,JP,"Taihaku, Sendai",seed-438,seed-438,T1-exact-id,0,
Climbing & Bouldering Zi;BOX,JP,"Wakabayashi, Sendai",seed-439,seed-439,T1-exact-id,0,
BOLZ,JP,"Miyagino, Sendai",seed-440,seed-440,T1-exact-id,0,
Climbing Gym B'nuts,JP,"Aoba, Sendai",seed-441,seed-441,T1-exact-id,0,
Moment Izumi,JP,"Izumi, Sendai",seed-442,seed-442,T1-exact-id,0,
Switch Climbing Gym,JP,"Saeki, Hiroshima",seed-443,seed-443,T1-exact-id,0,
pb climbing Yokogawa,JP,"Nishi, Hiroshima",seed-444,seed-444,T1-exact-id,0,
Climbing Gym PURE GREEN,JP,"Asakita, Hiroshima",seed-445,seed-445,T1-exact-id,0,
Naha Gym,JP,"Izumizaki, Naha",seed-446,seed-446,T1-exact-id,0,
Boulbaka,JP,"Amakyu, Naha",seed-447,seed-447,T1-exact-id,0,
Onoyama Park Budokan Climbing & Sumo Hall,JP,"Onoyama, Naha",seed-448,seed-448,T1-exact-id,0,
Energy Climbing Gym Urawa,JP,"Minami, Saitama",seed-449,seed-449,T1-exact-id,0,
NOBOROCK Omiya,JP,"Omiya, Saitama",seed-450,seed-450,T1-exact-id,0,
Climbing Gym Penguin,JP,"Sakura, Saitama",seed-451,seed-451,T1-exact-id,0,
CELL,JP,"Setagaya, Tokyo",seed-452,seed-452,T1-exact-id,0,
Exciting Sancha,JP,"Setagaya, Tokyo",seed-453,seed-453,T1-exact-id,0,
Quail Climbing Gym,JP,"Nerima, Tokyo",seed-454,seed-454,T1-exact-id,0,
J&S Nakano,JP,"Nakano, Tokyo",seed-455,seed-455,T1-exact-id,0,
the FACTORY,JP,"Itabashi, Tokyo",seed-456,seed-456,T1-exact-id,0,
BEAM Toshima Bouldering Studio,JP,"Toshima, Tokyo",seed-457,seed-457,T1-exact-id,0,
Base Camp Tokyo Kinshicho,JP,"Koto, Tokyo",seed-458,seed-458,T1-exact-id,0,
Fish and Bird Toyocho,JP,"Koto, Tokyo",seed-459,seed-459,T1-exact-id,0,
Katsushika Sports Climbing Center,JP,"Katsushika, Tokyo",seed-460,seed-460,T1-exact-id,0,
T-WALL Ookayama,JP,"Ota, Tokyo",seed-461,seed-461,T1-exact-id,0,
Boulderz Climbing Centre,CA,Toronto,seed-462,seed-462,T1-exact-id,0,
The Rock Oasis,CA,Toronto,seed-463,seed-463,T1-exact-id,0,
Basecamp Climbing,CA,"Koreatown, Toronto",seed-464,seed-464,T1-exact-id,0,
Joe Rockhead's,CA,Toronto,seed-465,seed-465,T1-exact-id,0,
The Hive Bouldering Gym,CA,Vancouver,seed-466,seed-466,T1-exact-id,0,
Progression Bouldering Gym,CA,Vancouver,seed-467,seed-467,T1-exact-id,0,
Climb Base5,CA,North Vancouver,seed-468,seed-468,T1-exact-id,0,
The Hive Heights,CA,Vancouver,seed-469,seed-469,T1-exact-id,0,
Bloc Shop,CA,Montreal,seed-470,seed-470,T1-exact-id,0,
Allez Up,CA,"Pointe-Saint-Charles, Montreal",seed-471,seed-471,T1-exact-id,0,
Café Bloc,CA,Montreal,seed-472,seed-472,T1-exact-id,0,
Cepsum Climbing Gym,CA,Montreal,seed-473,seed-473,T1-exact-id,0,
Bolder Climbing Community,CA,Calgary,seed-474,seed-474,T1-exact-id,0,
Calgary Climbing Centre Chinook,CA,Calgary,seed-475,seed-475,T1-exact-id,0,
Calgary Climbing Centre SoCal Bouldering,CA,Calgary,seed-476,seed-476,T1-exact-id,0,
Boulder Co Auckland,NZ,"Westgate, Auckland",seed-477,seed-477,T1-exact-id,0,
Northern Rocks,NZ,"Wairau Valley, Auckland",seed-478,seed-478,T1-exact-id,0,
Auckland Climbing Gym,NZ,"Eden Terrace, Auckland",seed-479,seed-479,T1-exact-id,0,
Extreme Edge Panmure,NZ,"Panmure, Auckland",seed-480,seed-480,T1-exact-id,0,
Fergs Wellington,NZ,Wellington,seed-481,seed-481,T1-exact-id,0,
HangDog,NZ,"Alicetown, Lower Hutt",seed-482,seed-482,T1-exact-id,0,
Faultline Climbing,NZ,"Te Aro, Wellington",seed-483,seed-483,T1-exact-id,0,
